star_rating,helpful_votes,total_votes,sentiment_label,dataset_source,sentiment_encoded,star_rating_std,helpful_votes_std,total_votes_std,is_grocery,is_books
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
0,0,0,negative,grocery,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,1,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.06821919935306303,1,0
1,1,1,positive,grocery,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,1,0
1,1,1,positive,grocery,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,1,0
0,0,0,negative,grocery,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,1,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.06821919935306303,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,1,1,positive,grocery,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,1,0
1,2,2,positive,grocery,1,0.45256963785525184,0.36830880991436926,0.17255444542245346,1,0
1,1,1,positive,grocery,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,1,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.06821919935306303,1,0
0,1,1,negative,grocery,0,-2.2096047024697585,0.04237180999014868,-0.06821919935306303,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,2,2,positive,grocery,1,0.45256963785525184,0.36830880991436926,0.17255444542245346,1,0
1,1,1,positive,grocery,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,1,0
0,0,0,negative,grocery,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,2,2,positive,grocery,1,0.45256963785525184,0.36830880991436926,0.17255444542245346,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,1,1,positive,grocery,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,1,1,positive,grocery,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,1,1,positive,grocery,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
0,0,0,negative,grocery,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,1,1,positive,grocery,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
1,2,3,positive,grocery,1,0.45256963785525184,0.36830880991436926,0.41332809019796996,1,0
0,0,0,negative,grocery,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,1,0
1,0,0,positive,grocery,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,1,0
0,0,5,negative,grocery,0,-2.2096047024697585,-0.2835651899340719,0.894875379749003,1,0
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,2,2,positive,books,1,0.45256963785525184,0.36830880991436926,0.17255444542245346,0,1
0,1,1,negative,books,0,-2.2096047024697585,0.04237180999014868,-0.06821919935306303,0,1
1,2,2,positive,books,1,0.45256963785525184,0.36830880991436926,0.17255444542245346,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,1,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
0,0,1,negative,books,0,-2.2096047024697585,-0.2835651899340719,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,2,3,positive,books,1,0.45256963785525184,0.36830880991436926,0.41332809019796996,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
0,0,1,negative,books,0,-2.2096047024697585,-0.2835651899340719,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
0,3,3,negative,books,0,-2.2096047024697585,0.6942458098385899,0.41332809019796996,0,1
0,9,12,negative,books,0,-2.2096047024697585,2.649867809383914,2.5802908931776183,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
0,0,0,negative,books,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
0,5,5,negative,books,0,-2.2096047024697585,1.346119809687031,0.894875379749003,0,1
0,0,0,negative,books,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
0,1,7,negative,books,0,-2.2096047024697585,0.04237180999014868,1.376422669300036,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
0,0,0,negative,books,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
0,3,5,negative,books,0,-2.2096047024697585,0.6942458098385899,0.894875379749003,0,1
0,2,12,negative,books,0,-2.2096047024697585,0.36830880991436926,2.5802908931776183,0,1
0,0,14,negative,books,0,-2.2096047024697585,-0.2835651899340719,3.0618381827286516,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
1,0,1,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
0,0,0,negative,books,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,2,positive,books,1,0.45256963785525184,-0.2835651899340719,0.17255444542245346,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,5,5,positive,books,1,0.45256963785525184,1.346119809687031,0.894875379749003,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,2,2,positive,books,1,0.45256963785525184,0.36830880991436926,0.17255444542245346,0,1
1,2,2,positive,books,1,0.45256963785525184,0.36830880991436926,0.17255444542245346,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
0,0,0,negative,books,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
0,0,0,negative,books,0,-2.2096047024697585,-0.2835651899340719,-0.3089928441285795,0,1
1,3,3,positive,books,1,0.45256963785525184,0.6942458098385899,0.41332809019796996,0,1
1,0,0,positive,books,1,0.45256963785525184,-0.2835651899340719,-0.3089928441285795,0,1
1,1,1,positive,books,1,0.45256963785525184,0.04237180999014868,-0.06821919935306303,0,1
